	vMAG_19	vMAG_72	vMAG_37	vMAG_14	vMAG_6	vMAG_50	vMAG_51	vMAG_88	vMAG_76	vMAG_35	vMAG_101	vMAG_103	vMAG_5	vMAG_25	vMAG_82	vMAG_97	vMAG_45	vMAG_92	vMAG_8	vMAG_93	vMAG_18	vMAG_70	vMAG_83	vMAG_20	vMAG_12	vMAG_74	vMAG_32	vMAG_65	vMAG_61	vMAG_41	vMAG_86	vMAG_85	vMAG_69	vMAG_30	vMAG_13	vMAG_28	vMAG_63	vMAG_1	vMAG_89	vMAG_78	vMAG_15	vMAG_47	vMAG_29	vMAG_94	vMAG_54	vMAG_36	vMAG_4	vMAG_48	vMAG_66	vMAG_10	vMAG_75	vMAG_90	vMAG_57	vMAG_62	vMAG_31	vMAG_11	vMAG_79	vMAG_27	vMAG_49	vMAG_102	vMAG_42	vMAG_21	vMAG_104	vMAG_52	vMAG_43	vMAG_26	vMAG_23	vMAG_80	vMAG_67	vMAG_3	vMAG_39	vMAG_24	vMAG_34	vMAG_53	vMAG_95	vMAG_84	vMAG_71	vMAG_9	vMAG_100	vMAG_64	vMAG_2	vMAG_73	vMAG_59	vMAG_60	vMAG_7	vMAG_40	vMAG_68	vMAG_87	vMAG_77	vMAG_55	vMAG_16	vMAG_22	vMAG_96	vMAG_33	vMAG_17	vMAG_44	vMAG_81	vMAG_38	vMAG_98	vMAG_46	vMAG_91	vMAG_58	vMAG_56	vMAG_99
bin_24	0.0	0.0	0.0	0.0	0.5695953991213237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1976876037013975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9364418993106218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4448738998161437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_1	0.0	0.0	0.0	0.0	0.7780680477212943	0.7838671123580047	0.6813822505613878	0.09720697720018683	0.0	0.0	0.0	0.0	0.8313499716972339	0.0	0.0	0.0	0.7722596118767527	0.8567503329229581	0.0	0.6812293274185085	0.0	1.1689576580527217	0.0	0.0	1.0719609361900715	0.0	0.6969441096771777	0.0	1.0344166382080395	0.0	0.0	0.0	0.7972502641915139	0.0	0.18027239882503787	0.0	0.0	0.0	0.0	0.0	0.9439409770275884	0.4281568089380659	0.6507619516536639	0.0	0.0	1.1615578754700335	1.0440599098224452	0.5511247629838404	0.0	0.0	0.8184596553024648	1.0286632800454774	0.0	1.1276879194998048	0.7829159037115825	0.0	1.2791808387585681	0.5710186762782693	0.0	0.022124339855800104	0.7384472519870192	0.0	0.0	0.0	0.7067209064128125	0.0	0.0	0.0	1.0297830016247418	0.7190201591079147	0.033909002739803934	0.630130575810008	0.14369465050414876	0.0	0.0	0.0	0.508143759210891	0.0	0.0	0.0	1.1118350835848487	1.1709732336756355	1.2719773341130327	1.0242322649475701	0.0	0.0	0.0	0.0	0.0	0.5795423784449365	0.2437174047046255	0.0	0.0	0.7250048744195666	0.8753569104874573	0.0	1.138193894499732	0.0	0.0	0.3306451009970845	0.0	0.03179793129065064	0.2317226437228924	0.0
bin_74	0.0	0.0	0.0	0.0	9.223488518432054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1370115449703406	0.0	0.0	0.0	0.0	0.7544219933575684	0.0	0.0	0.0	11.601837973037695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.163853359409753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.20386666295788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.180078732018766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8891106512066704	0.0	0.0	0.0	0.0	9.768989706754807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_35	0.0	0.0	0.0	0.0	1.027588855497917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534061103452991	0.0	0.0	0.0	0.0	1.0809337601339746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9496047351404567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4683925710475065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7653974367960339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04199529837763677	0.0	0.0
bin_187	0.0	0.0	0.0	0.0	8.029681396481669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.801156002481214	0.0	0.0	10.675205157641226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.20117772963058	0.0	0.0	0.0	0.0	0.0	14.341670533802166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_2	0.0	0.0	0.0	0.0	0.0	0.9774664643729958	0.8496699106806878	0.12121513815068374	0.0	0.0	0.0	1.42772297200232	1.0366766313833442	0.0	0.0	0.0	0.9629921456055119	1.068350369048417	0.0	0.8494792186087352	0.0	1.4576666006325318	0.0	0.0	1.3367136466431142	0.0	0.8690752348347069	0.0	1.2898966650051573	1.3345345151132624	0.0	0.0	0.9941549845298319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5339028971007217	0.8114870161064514	0.0	0.0	0.0	0.0	0.687241453314327	0.0	0.0	1.0206026670692376	0.0	0.0	0.0	0.9762803263939419	0.0	1.595112681783189	0.7120487615734432	0.0	0.0	0.9208288154281509	0.8600521520406834	1.73291966936228	0.0	0.8812667029897197	0.0	0.0	0.09278206064265798	0.0	0.0	0.0	0.7857601069363691	0.0	0.0	0.0	0.0	0.6336450093115079	0.823266135705069	0.0	1.4893414878293596	0.0	0.0	0.0	1.2771969571518451	0.0	0.0	0.0	0.0	0.0	0.7226776460984716	0.0	0.0	0.0	0.9040664419767387	0.0	0.0	1.419304808541918	0.0	0.0	0.4123077658681824	1.1241132253552408	0.039651378381661655	0.0	0.0
bin_209	0.0	0.0	0.0	0.0	0.0	113.01181992888048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.95251598861323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.727191072181208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.5255235533393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_13	0.0	0.0	0.0	0.0	0.0	0.7285403868927801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51542074951144	0.0	0.7962793810044916	0.0	0.6331469581205225	0.0	1.0864505616228148	0.0	0.0	0.0	0.9727487788682364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5122254036690083	0.0	0.0	0.0	0.9560584086406408	0.04734217957721805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5648058984207108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0333597993659986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_94	0.0	0.0	0.0	0.0	0.0	5.996561965651292	5.212555576537797	0.7436307163354362	0.0	0.0	0.0	0.0	6.359804540629933	0.0	0.0	0.0	5.907764904510701	0.0	0.0	0.0	0.0	0.0	5.302282629245688	1.0941530469732883	8.200471836718068	8.006623152867812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978311127558964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.869245951685734	0.0	0.0	0.0	6.378965833158897	9.785698422548725	0.0	5.637664272879384	0.0	0.0	0.0	0.0	0.0	0.0	8.61415770566326	0.0	0.5691994520767575	7.877811791135405	5.500484547275997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.050573678908219	0.0	0.0	0.0	0.0	0.0	0.0	4.782596144676377	0.42533115369362906	0.0	0.0	0.0	0.0	1.864431478726876	8.553137278883346	3.3890902206141975	0.0	6.696456418497816	0.0	0.0	0.4504249696373534	0.0	0.0	0.0	0.0	0.0	0.0
bin_33	0.0	0.0	0.0	0.0	0.0	1.231736638114453	0.0	0.0	0.0	0.0	0.30733142897640836	0.0	0.0	0.0	0.0	0.0	1.2134970878204243	0.0	0.4574540624652286	0.0	0.0	0.0	0.0	0.0	1.684435459679988	0.0	1.0951493959544625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6405929309194414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.010052317583771	0.0	0.0	0.0	0.0	0.0	2.183707293765722	0.0	0.0	0.0	0.0	0.0	0.0	1.1298387948078814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0374238904628894	0.0	1.876766665749554	0.0	0.0	0.0	0.0	0.9823793917992154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1392429310470853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_76	0.0	0.0	0.0	0.0	0.0	5.629226273112511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.982510890345664	0.0	0.0	0.0	4.892148130036129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45702817283992875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.206515776558444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2283521625413031	0.0	0.0
bin_9	0.0	0.0	0.0	0.0	0.0	0.7880534099556239	0.0	0.0977261179176751	0.0	0.0	0.19662773120246232	0.0	0.0	0.0	0.0	0.5575244509734386	0.0	0.0	0.0	0.6848674806868871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05437054688552936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1320513975721336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1177729172635176	0.0	0.0	1.0297022495949117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728876814084078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031967750385332235	0.0	0.0
bin_53	0.0	0.0	0.0	0.0	0.0	1.2120076629503165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8074308985389425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4710333630002845	0.0	0.0	0.0	0.0	0.0	0.0	1.5905091033355108	0.0	0.0	0.0	1.2892980203944449	1.9778569025696235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8960827576586906	0.0	0.0	0.0	1.1209954463193823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_16	0.0	0.0	0.0	0.0	0.0	0.6836610976918551	0.0	0.08478047833397948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6735374474004177	0.0	0.0	0.5941440614364177	0.0	1.0195234154620711	0.0	0.0	0.0	0.0	0.0	0.04716815801604184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823271845874136	0.0	0.5675714967366109	0.0	0.0	0.0	0.0	0.0	0.8120504586255518	0.0	0.0	0.8971636341211957	0.0	0.0	0.682831487242463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2120413400862584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8002529617445056	0.0	0.0	0.0	0.0	0.0	0.632323541150495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027733028044896274	0.2021002724442641	0.0
bin_194	0.0	0.0	0.0	0.0	0.0	11.64757636666275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.068936946924033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1351762165314363	0.0	0.0	0.0	0.0	0.0	1.472093914275271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.007034358563637	0.0	0.0	0.0	0.0	0.0	0.0	0.4724893125004522	0.0	0.0
