mobile_cluster_name	mobile_cluster_length (bp)	mobile_cluster_read_count (reads)	mobile_cluster_read_depth (reads/kbp)	mobile_cluster_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
vMAG_19	62462	6196	99.19631135730525	0.5767227404494492	bin_77	1901093	166097	87.36921339461037	5383	0.0030047542899070225	2	1.6842662529631406e-05	0.005605337709710892	0.0066009835506316466	0.0025515383276511474	0.8491670471098989
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_57	2183973	3069634	1405.527449286232	73488	0.031107831240238557	1	7.33055487326184e-06	0.0002356498213150787	0.00020516238965746485	0.03573050053423921	1.1486014649591239
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_110	1520129	51986	34.19841342412387	1141	0.000999085017171514	1	1.0531825863609128e-05	0.010541471128678849	0.008432010182709584	0.0012490290731865291	1.250172959977546
vMAG_19	62462	6196	99.19631135730525	2.3068909617977966	bin_34	2480254	2790836	1125.2218522780329	97910	0.03231310946536113	8	5.1639014127495904e-05	0.0015980824805131078	0.00205016544704269	0.02518773019123107	0.7794895201352166
vMAG_19	62462	6196	99.19631135730525	1.1534454808988983	bin_46	2362712	1835860	777.0138721943258	222694	0.0818259346962735	4	2.710399560881272e-05	0.0003312396700315002	0.0014844593155608804	0.018258496763565318	0.2231382608868242
vMAG_19	62462	6196	99.19631135730525	1.4418068511236228	bin_15	2975678	1560449	524.4011616848328	301907	0.06902334351816883	5	2.6900985117042702e-05	0.0003897374967059025	0.0027494348915843066	0.009784186997620282	0.14175185522626582
vMAG_19	62462	6196	99.19631135730525	0.8650841106741737	bin_119	1402453	300434	214.2203695952734	4764	0.00498395449947241	3	3.424656780274764e-05	0.00687136445695339	0.004038290627117194	0.008480461404333142	1.7015527339246102
vMAG_19	62462	6196	99.19631135730525	1.7301682213483474	bin_11	3109857	2195635	706.0244249172872	125040	0.026046824541791126	6	3.088836673497645e-05	0.0011858784046944863	0.002450578422341467	0.012604520815727816	0.4839177534099924
vMAG_19	62462	6196	99.19631135730525	1.4418068511236228	bin_65	2062885	2166468	1050.2126875710474	55343	0.026673529951573894	5	3.880423270861507e-05	0.001454784304104654	0.001372871293774085	0.028265018639832204	1.0596654695178207
vMAG_19	62462	6196	99.19631135730525	1.4418068511236228	bin_87	1754433	5221690	2976.2835058392084	50830	0.03387239269669759	5	4.562651841997465e-05	0.001347011970147094	0.00048443195962176444	0.09418560752184682	2.7806009562185285
vMAG_19	62462	6196	99.19631135730525	0.8650841106741737	bin_50	2321584	173102	74.56202317038712	1967	0.000739357853029627	3	2.0688117145305462e-05	0.027981196196852274	0.01160220812004131	0.0017831189486740393	2.411713003882286
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_8	3275155	548186	167.37711650288307	6299	0.0011917575659384603	1	4.888237020300499e-06	0.0041017042056294495	0.0017228243397284094	0.0028373391921494985	2.3808023319870517
vMAG_19	62462	6196	99.19631135730525	1.1534454808988983	bin_281	178932	5299	29.614602195247357	23	0.001474685994958816	4	0.0003578953774220884	0.24269259940458268	0.03894853874093256	0.009188929520633387	6.231109234132253
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_12	3095836	453994	146.64665699345832	9969	0.0021087132000156493	1	5.171376622735274e-06	0.0024523850008132428	0.0019663685223836225	0.002629912228490393	1.247164492767853
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_107	1567877	133728	85.29240495268442	1121	0.0009525240351948252	1	1.0211090486193929e-05	0.01072003446517273	0.003380856365636445	0.0030202674653620476	3.170804466623559
vMAG_19	62462	6196	99.19631135730525	0.5767227404494492	bin_48	2331537	154144	66.1126115519505	3643	0.0013506302101581426	2	1.3733201676166648e-05	0.01016799533497674	0.008723339267822863	0.001574305578922431	1.165608148760495
vMAG_19	62462	6196	99.19631135730525	0.5767227404494492	bin_129	1292104	205554	159.08471763882784	8755	0.010556496689607115	2	2.4780875097085497e-05	0.0023474525522735492	0.003625255455139258	0.006835621766172498	0.6475274863584409
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_56	2197421	290873	132.37017394481987	22132	0.009274787694893916	1	7.285692599744099e-06	0.0007855373987433825	0.0021784467122097427	0.00334444379975388	0.3605951866256852
vMAG_19	62462	6196	99.19631135730525	0.2883613702247246	bin_273	193069	229561	1189.0101466315152	1011	0.08232152113874823	1	8.292234340169722e-05	0.0010072984834905605	0.00024252221147284315	0.3419164904447632	4.153427751516914
vMAG_19	62462	6196	99.19631135730525	63.439501449439405	bin_88	1749133	171483	98.03885696513645	3191	0.0021173956125259325	220	0.0020136498836903207	0.9510031435685043	0.6470852824406051	0.003111877117797298	1.4696720345448366
vMAG_19	62462	6196	99.19631135730525	0.8650841106741737	bin_78	1882464	133175	70.74504479235725	2864	0.001623442594256603	3	2.551400810568852e-05	0.01571599032571382	0.012228193694883783	0.0020864903470054993	1.285225824668554
vMAG_19	62462	6196	99.19631135730525	0.5767227404494492	bin_95	1639056	35036	21.37571870637733	453	0.00033977371474884944	2	1.953531046922409e-05	0.05749506103985709	0.026980273663378018	0.0007240590185614227	2.1310036272129684
vMAG_19	62462	6196	99.19631135730525	0.5767227404494492	bin_188	625950	442847	707.4798306574007	3896	0.020102506949351298	2	5.115339537733774e-05	0.002544627667893354	0.0008151790559365485	0.06275111584971754	3.121556729606926
vMAG_19	62462	6196	99.19631135730525	1.7301682213483474	bin_75	1974497	1476870	747.9727748383513	18855	0.00972173184958746	6	4.864955657533725e-05	0.00500420679443053	0.002313143311562729	0.021031795277081322	2.1633794886014885
