k141_629863	bin_1
k141_766716	bin_1
k141_681212	bin_1
k141_249404	bin_1
k141_128772	bin_1
k141_93732	bin_1
k141_62985	bin_1
k141_434785	bin_1
k141_568410	bin_1
k141_265341	bin_1
k141_536940	bin_1
k141_586993	bin_1
k141_14861	bin_1
k141_111712	bin_1
k141_8432	bin_1
k141_251571	bin_1
k141_359175	bin_1
k141_627033	bin_1
k141_82321	bin_1
k141_889142	bin_1
k141_412978	bin_1
k141_338698	bin_1
k141_189968	bin_1
k141_998883	bin_1
k141_995312	bin_1
k141_1044349	bin_1
k141_1158528	bin_1
k141_673723	bin_1
k141_1147331	bin_1
k141_119907	bin_1
k141_192099	bin_1
k141_355679	bin_1
k141_839976	bin_1
k141_332471	bin_1
k141_814035	bin_1
k141_582799	bin_1
k141_411317	bin_1
k141_1108422	bin_1
k141_636428	bin_1
k141_514840	bin_1
k141_993414	bin_1
k141_289324	bin_1
k141_611514	bin_1
k141_778072	bin_1
k141_376674	bin_1
k141_686599	bin_1
k141_630135	bin_1
k141_533856	bin_1
k141_292231	bin_1
k141_1080851	bin_1
k141_1124027	bin_1
k141_324219	bin_1
k141_386438	bin_1
k141_777268	bin_1
k141_571489	bin_1
k141_1048940	bin_1
k141_954446	bin_1
k141_476930	bin_1
k141_495250	bin_1
k141_1103426	bin_1
k141_103569	bin_1
k141_878514	bin_1
k141_1043930	bin_1
k141_627010	bin_1
k141_879505	bin_1
k141_106496	bin_1
k141_990173	bin_1
k141_46557	bin_1
k141_7219	bin_1
k141_21586	bin_1
k141_947210	bin_1
k141_997661	bin_1
k141_511283	bin_1
k141_868947	bin_1
k141_737965	bin_1
k141_863974	bin_1
k141_676664	bin_1
k141_369298	bin_1
k141_973662	bin_1
k141_538294	bin_1
k141_511938	bin_1
k141_115929	bin_1
k141_399493	bin_1
k141_1147917	bin_1
k141_291809	bin_1
k141_47890	bin_1
k141_1017220	bin_1
k141_962079	bin_1
k141_175589	bin_1
k141_139507	bin_1
k141_10960	bin_1
k141_792701	bin_1
k141_191287	bin_1
k141_166739	bin_1
k141_942106	bin_1
k141_607248	bin_1
k141_826120	bin_1
k141_91435	bin_1
k141_1095886	bin_1
k141_792971	bin_1
k141_945689	bin_1
k141_461626	bin_1
k141_211803	bin_1
k141_817911	bin_1
k141_54024	bin_1
k141_1151912	bin_1
k141_103568	bin_1
k141_164668	bin_1
k141_223347	bin_1
k141_457988	bin_1
k141_305643	bin_1
k141_1111224	bin_1
k141_42890	bin_1
k141_743736	bin_1
k141_135979	bin_1
k141_1127520	bin_1
k141_609203	bin_1
k141_708266	bin_1
k141_267639	bin_1
k141_309732	bin_1
k141_863557	bin_1
k141_206560	bin_1
k141_928743	bin_1
k141_1117639	bin_1
k141_531910	bin_1
k141_766198	bin_1
k141_1106757	bin_1
k141_284408	bin_1
k141_8734	bin_1
k141_236622	bin_1
k141_125693	bin_1
k141_744368	bin_1
k141_643899	bin_1
k141_794678	bin_1
k141_292230	bin_1
k141_143767	bin_1
k141_853058	bin_1
k141_714274	bin_1
k141_367236	bin_1
k141_1112105	bin_1
k141_160570	bin_1
k141_117206	bin_1
k141_267732	bin_1
k141_1001134	bin_1
k141_651806	bin_1
k141_792986	bin_1
k141_1039167	bin_1
k141_195452	bin_1
k141_247386	bin_1
k141_1086793	bin_1
k141_305094	bin_1
k141_558432	bin_1
k141_195107	bin_1
k141_71249	bin_1
k141_29242	bin_1
k141_331146	bin_1
k141_1088519	bin_1
k141_12706	bin_1
k141_562101	bin_1
k141_869795	bin_1
k141_772310	bin_1
k141_135978	bin_1
k141_689320	bin_1
k141_659120	bin_1
k141_737685	bin_1
k141_1155096	bin_1
k141_764652	bin_1
k141_569396	bin_1
k141_647813	bin_1
k141_481842	bin_1
k141_595226	bin_1
k141_611181	bin_1
k141_424676	bin_1
k141_1021375	bin_1
k141_175860	bin_1
k141_382694	bin_1
k141_425491	bin_1
k141_127319	bin_1
k141_525465	bin_1
k141_935649	bin_1
k141_1039618	bin_1
k141_355493	bin_1
k141_268303	bin_1
k141_340173	bin_1
k141_497166	bin_1
k141_684859	bin_1
k141_552339	bin_1
k141_731319	bin_1
k141_71346	bin_1
k141_273883	bin_1
k141_234693	bin_1
k141_236723	bin_1
k141_375573	bin_1
k141_990940	bin_1
k141_488277	bin_1
k141_631572	bin_1
k141_437774	bin_1
k141_463576	bin_1
k141_286754	bin_1
k141_667826	bin_1
k141_1059370	bin_1
k141_665141	bin_1
k141_1073015	bin_1
k141_150327	bin_1
k141_393343	bin_1
k141_691479	bin_1
k141_24273	bin_1
k141_290732	bin_1
k141_868101	bin_1
k141_635720	bin_1
k141_76289	bin_1
k141_1026453	bin_1
k141_96825	bin_1
k141_1004944	bin_1
k141_172852	bin_1
k141_347647	bin_1
k141_251175	bin_1
k141_999293	bin_1
k141_432890	bin_1
k141_560025	bin_1
k141_84467	bin_1
k141_775939	bin_1
k141_601277	bin_1
k141_501135	bin_1
k141_564096	bin_1
k141_682295	bin_1
k141_957677	bin_1
k141_438092	bin_1
k141_247585	bin_1
k141_995123	bin_1
k141_596710	bin_1
k141_523140	bin_1
k141_732691	bin_1
k141_829124	bin_1
k141_76364	bin_1
k141_405325	bin_1
k141_176854	bin_1
k141_664567	bin_1
k141_518811	bin_1
k141_1118982	bin_1
k141_912749	bin_1
k141_1168043	bin_1
k141_1021751	bin_1
k141_730856	bin_1
k141_722465	bin_1
k141_485086	bin_1
k141_265865	bin_1
k141_655550	bin_1
k141_263041	bin_1
k141_674841	bin_1
k141_15163	bin_1
k141_392140	bin_1
k141_184611	bin_1
k141_257172	bin_1
k141_1141181	bin_1
k141_557777	bin_1
k141_52737	bin_1
k141_544389	bin_1
k141_551850	bin_1
k141_879116	bin_1
k141_779910	bin_1
k141_889274	bin_1
k141_152787	bin_1
k141_684308	bin_1
k141_249321	bin_1
k141_17947	bin_1
k141_1160720	bin_1
k141_1063616	bin_1
k141_124326	bin_1
k141_176853	bin_1
k141_842719	bin_1
k141_474165	bin_1
k141_849670	bin_1
k141_432799	bin_1
k141_879506	bin_1
k141_1154857	bin_1
k141_432434	bin_1
k141_989607	bin_1
k141_1007363	bin_1
k141_244780	bin_1
k141_403605	bin_1
k141_165732	bin_1
k141_131752	bin_1
k141_667205	bin_1
k141_1129000	bin_1
k141_368238	bin_1
