	vMAG_20	vMAG_73	vMAG_14	vMAG_65	vMAG_119	vMAG_37	vMAG_32	vMAG_29	vMAG_115	vMAG_96	vMAG_93	vMAG_147	vMAG_60	vMAG_87	vMAG_99	vMAG_76	vMAG_21	vMAG_53	vMAG_148	vMAG_2	vMAG_104	vMAG_48	vMAG_39	vMAG_91	vMAG_38	vMAG_1	vMAG_46	vMAG_61	vMAG_23	vMAG_90	vMAG_139	vMAG_100	vMAG_57	vMAG_59	vMAG_12	vMAG_81	vMAG_24	vMAG_95	vMAG_69	vMAG_7	vMAG_94	vMAG_71	vMAG_33	vMAG_132	vMAG_68	vMAG_56	vMAG_16	vMAG_125	vMAG_85	vMAG_13	vMAG_121	vMAG_51	vMAG_129	vMAG_28	vMAG_142	vMAG_118	vMAG_6	vMAG_126	vMAG_67	vMAG_146	vMAG_92	vMAG_11	vMAG_135	vMAG_127	vMAG_10	vMAG_122	vMAG_26	vMAG_138	vMAG_55	vMAG_3	vMAG_47	vMAG_42	vMAG_5	vMAG_43	vMAG_103	vMAG_40	vMAG_72	vMAG_117	vMAG_22	vMAG_136	vMAG_52	vMAG_102	vMAG_111	vMAG_44	vMAG_86	vMAG_131	vMAG_8	vMAG_140	vMAG_50	vMAG_116	vMAG_15	vMAG_19	vMAG_58	vMAG_25	vMAG_4	vMAG_18	vMAG_70	vMAG_9	vMAG_113	vMAG_128	vMAG_114	vMAG_123	vMAG_80	vMAG_101	vMAG_66	vMAG_120	vMAG_63	vMAG_107	vMAG_98	vMAG_108	vMAG_30	vMAG_79	vMAG_97	vMAG_27	vMAG_133	vMAG_62	vMAG_88	vMAG_130	vMAG_64	vMAG_106	vMAG_74	vMAG_17	vMAG_89	vMAG_105	vMAG_78	vMAG_45	vMAG_41	vMAG_134	vMAG_75	vMAG_109	vMAG_31	vMAG_110	vMAG_112	vMAG_36	vMAG_144	vMAG_49	vMAG_145	vMAG_137	vMAG_83	vMAG_143	vMAG_77	vMAG_54	vMAG_84	vMAG_35	vMAG_34	vMAG_82	vMAG_124	vMAG_141
bin_1	1.209439979393579	0.5012945606763136	1.2821520210256714	0.3801558080653288	0.7245106592699146	1.5301095898195043	1.3108634752219697	1.1166630454086872	0.9941213854416602	0.9284375253608367	0.9938394798152421	0.6200657091901045	1.4508522641660728	0.9197241905539656	1.151938120220754	1.1074644017890405	1.4085374732433023	1.4316345996099957	1.360531318820081	0.794148296223454	0.0	0.9097310261517356	1.11898291067297	1.2378721779394626	1.15226859639139	0.9147580772140417	0.5857262955487594	0.7575182634739916	1.094957518117521	1.2884256333151654	1.2782230262275904	0.3190008824137083	1.0108447349993304	1.1566965402903782	0.9275326503161277	0.41543993393044015	1.1863471640518575	1.2433634343868558	0.2266279667879257	1.1116229189295876	0.4781101747485754	0.230586378633141	1.1750180594307909	0.0	1.0437344031654758	0.8100728719302521	1.1596404747681575	1.3118132123114505	0.8835692297926988	1.1888649371693694	1.5401550363985372	0.38105529394512005	0.791729180757911	1.2938535249980738	1.3485423997829855	1.4895146097753007	1.4734910962613799	0.15291944371826457	1.4882468844433316	1.3378598744376566	0.5282862283909068	1.4193942478238828	1.1382523848898014	0.20472917104624516	1.0415559892137303	1.2697497408670164	0.30215712355588287	1.067195725015866	1.1369159435424443	1.1814601543736654	0.9355510819613768	1.0693270780111277	0.5740485087423437	1.1816115592488976	1.1213914100739937	1.1980291487187549	0.2427407760939194	0.5032134341737898	1.3055817157081677	1.2679652273795814	1.2953280282283777	0.2604350229495929	1.3165356704462152	1.0288359860005236	1.1139595474812305	0.9555830628947193	1.2472078841611625	1.2660915668628023	1.1672055980193443	1.5572657568233912	1.3921844582460476	1.1915650205059591	0.2857636616167208	1.0758328341619339	1.1864743746676225	1.197117037174636	1.2883333657267049	1.1281816536295062	1.0069717293480684	0.9986352027136299	0.0	0.9937709654652019	0.19290518992967648	1.3543240684647748	1.3667371101642327	0.8772245362993619	0.4849383022757707	1.0747867437943852	1.103325112866628	0.44615508029889284	1.2936406726074992	1.0048694333381722	0.6102754907620557	1.6010362399444023	0.5202862146705708	1.2402124403905148	0.522640844983461	1.2322783532707735	0.9944999854003259	1.0953347252241816	1.002593258766329	1.4406858614088036	0.0	1.4843060018721324	1.5620383614963664	0.9973337585854489	1.2325428154525626	1.1854185832009496	0.19116315102991313	0.6021794322595844	1.1775584102741214	1.2395690673425912	1.1558811955981683	1.2365516438740887	0.2233697559473891	1.0282500449053944	0.9699696989080148	0.8144783609140476	1.3167876008243136	1.0014610389147813	0.1606538534883087	0.8265658443925213	1.1659123160318638	1.2020628377739018	0.6701197633903972	1.3656772699173314	0.2529996093297975	0.2941405581985563
bin_10	1.0009866027859795	0.41489379203263455	0.0	0.3146339440800303	0.5996374155486864	1.2663871099842736	1.084929222727189	0.9242002640269444	0.0	0.768416407795573	0.82254598951959	0.5131941049753402	1.2007902035619236	0.761204862323395	0.9533954931418747	0.9165870552824428	1.1657685906377162	1.1848848051252736	1.1260365508113048	0.0	0.0	0.752934072655035	0.0	1.024518361547957	0.9536690099967684	0.7570946848810441	0.4847732708800863	0.0	0.0	1.066358661536213	1.0579145277369708	0.0	0.8366202990399058	0.9573337743474537	0.7676674927502781	0.3438366642511461	0.9818739562954413	1.0290631709059697	0.18756743818331892	0.9200288300013756	0.395705357630853	0.0	0.9724974827701204	0.0	0.8638412589596329	0.6704525283587216	0.9597703061489031	1.0857152676065844	0.7312814002559123	0.9839577779008324	1.2747011707197686	0.0	0.6552704693710869	1.070851027382006	1.1161139853740059	1.2327888894384416	1.2195271132194707	0.0	1.2317396632718407	1.1072726497667962	0.0	1.1747541427029602	0.0	0.0	0.8620383061730773	1.0509016579195118	0.2500787453441383	0.8832588979132132	0.9409624680592975	0.9778292485803806	0.7743039052957555	0.8850229009480183	0.4751082123880773	0.9779545580246574	0.9281136700360889	0.9915424891244772	0.20090311959235577	0.4164819375348013	1.0805578023983318	1.0494247147690885	1.0720713921826133	0.21554766942590597	1.089623785106963	0.8515106627837803	0.9219627282648135	0.0	1.0322450094301883	1.0478739895512856	0.9660315403993696	0.0	1.1522341042586421	0.9861924875948902	0.0	0.8904073556203493	0.9819792414888219	0.9907875848287161	1.066282296754583	0.9337335792044049	0.8334148263951439	0.0	0.27356147817767906	0.8224892839801199	0.15965696026049211	1.1208991528819632	1.1311727411977812	0.7260302482402512	0.40135662126798166	0.0	0.91316119469656	0.0	1.070674861226623	0.8316748722206079	0.5050912824692257	1.3250891768624578	0.4306121340230574	0.0	0.4325609313489889	1.019888662144024	0.8230926534739816	0.9065479926216907	0.8297910083738386	1.1923760340851912	0.3243303325654227	1.2284780126532617	1.2928127890063754	0.8254380108641554	1.0201075428701654	0.0	0.1582151709779272	0.49839062246590016	0.974599990710882	1.0259227830884063	0.9566589586249207	0.0	0.18487079721229316	0.8510257117351634	0.8027902915877662	0.0	1.089832293952055	0.0	0.0	0.6841028497935456	0.0	0.9948809505386854	0.5546210782218661	1.1302955700224298	0.0	0.0
bin_100	6.533082837979779	0.0	0.0	2.0535036279148158	0.0	8.265257368530436	0.0	0.0	0.0	5.015180055576308	0.0	0.0	7.837129736872163	0.0	6.2224726252247216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.004700305678045	2.5826278529998583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7728130950491865	0.0	0.0	0.0	0.0	6.9890630399557905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.667201646033709	0.0	0.0	0.0	0.0	0.0	0.0	6.141326701228248	0.0	0.0	0.0	0.0	6.38276088967899	6.057467175415955	0.0	1.311223066375092	0.0	0.0	6.849221133157992	6.997027926111841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.411947978747708	7.52022138050195	0.0	0.0	0.0	6.409028564385977	6.466517482364232	0.0	6.0941463198084405	0.0	0.0	0.0	5.368094448654354	0.0	0.0	0.0	0.0	0.0	5.805720788138639	5.959877697440816	0.0	0.0	5.428045509661222	0.0	8.648384839575925	0.0	0.0	0.0	6.656449843343102	0.0	0.0	0.0	7.782213451228285	0.0	8.017838199795076	8.437728358272713	0.0	0.0	0.0	1.0326140383368678	3.25281798295776	0.0	6.695832400386644	0.0	0.0	0.0	0.0	5.239526145376576	0.0	0.0	0.0	0.0	0.0	0.0	6.493233421613517	0.0	0.0	0.0	0.0
bin_101	3.88437595744606	1.610015025355706	0.0	0.0	0.0	4.914275205233957	0.0	0.0	0.0	2.9818762922907704	3.191928699835668	0.0	4.659723300662367	0.0	3.6996964007214967	0.0	4.5238202717355565	0.0	4.3696382079472365	0.0	0.0	0.0	0.0	0.0	3.7007577958412208	2.9379418098874477	0.0	2.432932415083586	0.0	0.0	0.0	0.0	0.0	0.0	2.97897009196	1.3342744729932885	3.8102084268273835	3.9933284108249016	0.7278643342989992	3.570215482872621	0.0	0.0	0.0	0.0	0.0	0.0	3.7244341647523	4.213169557300094	0.0	3.818294795337271	4.946538311992647	1.223840825073542	0.0	4.155488168564865	0.0	4.783895717898196	4.732432766691232	0.0	4.779824146026879	0.0	0.0	4.558689132427068	0.0	0.0	0.0	4.078073694794041	0.0	0.0	0.0	3.794512746825723	3.004723005399199	0.0	0.0	0.0	3.601589087837195	0.0	0.0	0.0	4.1931557691029875	4.072342346893828	4.16022385201717	0.0	0.0	0.0	3.5777200667479074	0.0	4.005675686032733	4.066324684183984	0.0	0.0	4.471299055826239	0.0	0.0	0.0	3.8106169910106655	3.844798184844016	4.137758992813845	3.623397411740512	0.0	0.0	0.0	3.1917086513019917	0.0	4.349702291777103	0.0	0.0	0.0	0.0	3.5435652985561825	0.0	0.0	0.0	1.9600306622270978	5.142071358148865	0.0	0.0	0.0	0.0	0.0	3.5179024544483197	0.0	4.627071717188293	0.0	4.767167156203903	0.0	3.203151325740934	3.958575671747988	3.8072260902143498	0.0	0.0	3.781981458600925	3.9811419870489515	0.0	0.0	0.0	3.3024456117913497	3.1152657776193644	0.0	0.0	0.0	0.0	2.6546935341216953	0.0	3.86068268450124	0.0	4.386165533867434	0.0	0.0
bin_102	0.0	0.0	0.0	0.0	2.493451186150244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.68235820591654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9808473809195366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.990979125458622	4.5146916313717975	0.0	4.091557038987646	0.0	0.0	0.0	4.452882183765392	0.0	0.0	5.071116725124664	0.0	5.121899742702273	0.0	0.0	4.884938855720518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0660729909492925	0.0	0.0	0.0	0.0	3.8593424483296683	0.0	0.0	0.0	0.0	4.363785901221683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.791294571499606	0.0	0.0	0.0	4.083329760576652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.660995544700808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.958215347196668	0.0	5.108336935591142	5.375857974553659	0.0	0.0	0.0	0.0	2.0724402055809628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin_103	4.192179890592491	0.0	0.0	0.0	2.511310249421518	5.30368994090994	4.5437356080234315	0.0	0.0	3.2181647620419485	3.444862045859766	2.1492815197130297	5.028966951387921	0.0	3.992866041370418	3.8387105386204725	4.882294757146409	0.0	0.0	2.7526893225784885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6257217265833277	0.0	0.0	0.0	0.0	3.5038059290054804	4.009359751903182	3.215028269921165	0.0	4.112135210623113	0.0	0.0	0.0	0.0	0.7992621345584169	4.072866089889508	0.0	3.617808614416549	0.0	4.019564063921341	0.0	3.062641569811921	4.120862355427438	5.338509625936193	0.0	2.7443041464800806	0.0	0.0	0.0	5.107438027483844	0.0	0.0	0.0	0.0	4.9199266800602075	0.0	0.0	3.610257761693396	4.401226534959368	0.0	3.6991306174457845	0.0	4.095195780765402	3.2428218838830243	0.0	0.0	4.095720582726725	3.8869845539193304	0.0	0.0	0.0	4.525427890073005	0.0	4.489886397159278	0.902723975242416	4.563396660378024	3.5661674863699235	3.8612241148385493	0.0	0.0	4.388546514654067	0.0	0.0	4.825611679201174	4.130221426782307	0.0	0.0	4.112576150061503	4.149465914336234	0.0	3.9105210029954702	0.0	0.0	0.0	0.0	0.0	4.694379400299144	0.0	0.0	0.0	0.0	3.8243628702139834	0.0	0.0	0.0	0.0	5.549537011807807	0.0	0.0	0.0	0.0	0.0	3.796666462815992	3.475204532225928	4.99372800615307	0.0	5.144924823515495	0.0	3.4569739699255906	4.272259304529749	0.0	0.0	0.0	0.0	4.2966138094092585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.865055538225518	0.0	4.1666091262098135	2.322779670126668	0.0	0.0	0.0
bin_104	4.749101132955364	0.0	5.034619095961359	0.0	2.8449319117945935	0.0	0.0	0.0	0.0	3.645690384553227	3.9025038695453853	0.0	5.697053387433714	0.0	4.5233089074646635	4.3486742086045425	0.0	0.0	5.342390641716209	0.0	0.0	3.572235679812844	4.393903872351936	0.0	4.524606586376491	0.0	0.0	2.974542684708122	0.0	5.059253653888489	0.0	0.0	0.0	4.54199376866386	3.642137216828306	0.0	4.658422705442582	4.882308171987685	0.0	0.0	0.0	0.0	4.613936774343914	0.0	4.098425983125696	0.0	4.553553699542594	5.1510895281780344	0.0	0.0	0.0	0.0	3.10887850029276	5.080567325488616	0.0	0.0	5.785949161498101	0.0	0.0	0.0	0.0	5.573527372421269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.403361313340334	0.0	0.0	0.0	0.0	4.978911893515948	5.08635724899114	0.0	0.0	4.03992445262991	0.0	3.7522826133974267	4.8974041511927915	4.971554601352123	0.0	6.114906647745154	0.0	0.0	0.0	0.0	4.658922222648685	4.700712705376948	0.0	4.430024524340434	0.0	0.0	0.0	0.0	0.0	5.318016666821067	5.366758887520497	0.0	0.0	0.0	4.3324204861826034	0.0	0.0	0.0	0.0	6.28677995648448	0.0	0.0	2.0522508527328744	0.0	0.0	0.0	0.0	5.657133031173592	0.0	5.828415990248529	0.0	0.0	4.839818908761993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.720133352643067	2.6313554882887407	0.0	0.0	1.15500006779113
bin_105	1.7432858239731286	0.7225655808897884	0.0	0.0	1.0443090877944672	2.205498745291304	1.8894775701597277	0.0	0.0	1.3382491103178031	1.4325194354294866	0.0	2.091257299157759	0.0	1.6604026899143827	0.0	0.0	2.063556972757702	0.0	0.0	0.0	1.311285577242154	0.0	1.7842679723342905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3369448241483488	0.0	0.0	0.0	0.0	1.6022923908512132	0.0	0.0	0.0	0.0	0.0	0.0	1.6715048576304157	1.8908465204448195	1.2735759847866042	1.7136289744822615	2.219978243997382	0.0	0.0	0.0	0.0	2.146985173356122	2.1238888937267144	0.0	2.145157875071323	1.9283901585087777	0.0	2.0459137394325775	1.6406760818977857	0.0	0.0	1.8302162661737906	0.4355290374736757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6163726862141874	0.0	0.0	0.0	0.0	0.0	1.8670847892243772	0.0	1.8976534678427137	1.4829633715990014	1.6056604053863477	0.0	1.7977244518540325	0.0	0.0	0.0	2.006693570385317	0.0	0.4118995144784845	0.0	1.7101832195943614	0.0	1.8570026882599646	0.0	0.0	0.0	0.0	1.4324206788998544	0.0	0.0	0.0	0.0	0.0	0.0	1.5903319397944458	0.0	1.8646526361750344	0.0	0.0	2.3077323623465578	0.0	1.787641224769142	0.0	1.7762050379077252	0.0	1.578814601404399	0.0	2.0766034543126137	0.0	2.13947749006887	0.0	1.437556086068542	0.0	0.0	0.0	0.8679809545180425	0.0	1.786713867369782	0.0	0.0	0.0	0.0	0.0	0.0	1.8980166000892496	0.0	0.0	1.1914113504271275	0.0	1.732652417912355	0.9659100937513697	1.9684861302194916	0.0	0.0
bin_106	7.593315319838596	0.0	0.0	0.0	4.54874816622075	9.606598746003113	0.0	0.0	0.0	0.0	0.0	0.0	9.108991692038026	0.0	7.2322971993733365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82339595457013	2.6082868670907216	7.448330011348611	0.0	1.4228549092427702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.236052661997936	5.547377201873989	7.464137530126575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34376906658226	0.0	0.0	8.911486531391152	0.0	0.0	0.0	7.971962498313445	1.8970551283129093	0.0	0.0	7.417647541701609	0.0	0.0	0.0	0.0	7.040513558944675	0.0	0.0	0.0	0.0	7.960758657003858	8.13255252724043	0.0	8.265702015676478	0.0	0.0	0.0	7.830436313650698	7.94899511739161	0.0	0.0	0.0	7.481089660462836	0.0	0.0	7.449128687044798	0.0	8.088637426999004	7.08314524079247	0.0	0.0	0.0	0.0	0.0	8.50295167376233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.308945125520116	0.0	0.0	0.0	7.786516308311234	0.0	0.0	0.0	6.8769199721397385	0.0	9.045163223391631	0.0	9.319026735824698	0.0	0.0	0.0	0.0	0.0	0.0	7.393150936868012	7.782476972333917	0.0	0.0	0.0	0.0	0.0	0.0	8.267283728561894	0.0	0.0	0.0	7.320032413144033	7.5469988730270705	0.0	0.0	0.0	0.0
bin_107	0.0	3.3421068228901567	0.0	0.0	0.0	10.201167339630084	0.0	0.0	0.0	0.0	0.0	0.0	9.672762546103117	0.0	7.679916267080599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.183815748754028	0.0	0.0	0.0	1.5109177985849196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.731267495888001	0.0	0.0	7.9261055867992924	10.268139850772972	0.0	5.278420522501541	0.0	0.0	9.930522552266378	0.0	0.0	0.0	8.919447696373794	0.0	9.463033458059591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.876738254606109	0.0	0.0	0.0	7.87774766365665	7.476262813788383	0.0	1.618341126388113	0.0	8.704250758320816	0.0	8.63588991506779	0.0	8.777280249840265	6.859200235103888	0.0	0.0	8.315075219634974	8.440971827635861	0.0	0.0	0.0	0.0	1.9051726432754872	0.0	7.9101678211134745	0.0	0.0	7.521533042305021	6.713432283349122	0.0	0.0	0.0	1.286089660667958	0.0	9.11197084367823	0.0	0.0	0.0	7.355815675723214	0.0	0.0	0.0	0.0	10.674031918466447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.604983625914	0.0	9.895797012880008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4891954629867012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.467656362277394	0.0	0.0	0.0
