mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
k141_4091	7670	3875	505.21512385919164	413.5816281944222	bin_3	5259733	8488467	1613.8589164126772	1796516	0.13008284854350713	1512	0.03753414265545645	0.2885402885600471	0.25626876301786095	0.14646397872861497	1.1259284399789957
k141_4094	6629	3283	495.2481520591341	400.80548120134574	bin_3	5259733	8488467	1613.8589164126772	1796516	0.13008284854350713	1218	0.03497705744644458	0.2688829299025248	0.2483522426435301	0.14083648721726483	1.082667613710512
k141_4095	13341	7338	550.0337306049022	444.18131779664765	bin_3	5259733	8488467	1613.8589164126772	1796516	0.13008284854350713	2673	0.038190015751578724	0.2935822529962957	0.27522933589757903	0.13875706827193143	1.0666822707647208
k141_4581	9935	1114	112.12883744338198	32.9000780522498	bin_8	4350483	1076343	247.40770162761237	57141	0.006052791498128601	49	0.0011362755070250421	0.18772751504431553	0.13297919925617196	0.00854476123619991	1.4117058614759446
k141_4588	23561	51761	2196.8931709180424	1289.5441985999666	bin_37	3018073	6210642	2057.8170243065692	815659	0.1796980912181158	14144	0.20047142183762007	1.1156012870180674	0.6266563952810671	0.31990644848953453	1.780243998814852
k141_4589	11099	18362	1654.3832777727723	989.9894769819699	bin_37	3018073	6210642	2057.8170243065692	815659	0.1796980912181158	5099	0.15278175259444254	0.850213552958654	0.48108722266770565	0.31757599328297115	1.7672752733778372
k141_4668	7778	3934	505.78554898431474	435.6766610062909	bin_22	3592057	1714950	477.42839270089536	373609	0.05813782415191789	1827	0.06553432050439661	1.1272234807610138	0.9125487039880312	0.07181460038022928	1.2352474731867
k141_5340	15319	19107	1247.2746262810888	627.8416096336267	bin_39	3011374	2951689	980.1801436819206	348784	0.07814719051405089	4704	0.10249132678340743	1.3115164615544235	0.6405369601502234	0.16000845097115146	2.0475265958842357
k141_5576	7678	3451	449.46600677259704	151.57944509926293	bin_10	4304318	4291062	996.9203018921929	303650	0.03284142830395431	460	0.013943787533887284	0.4245792054119755	0.15204770613213447	0.09170666160375791	2.792407831809065
k141_5800	13260	1274	96.07843137254902	56.074244644477005	bin_66	2464498	1193811	484.40331458982723	132897	0.04389439459300265	164	0.005045623530938251	0.11494915416244493	0.11575941566782706	0.043587154460218804	0.9930004699772571
k141_5837	6155	17198	2794.1510966693745	1650.068602359399	bin_5	4839183	14272266	2949.3131381888224	3521047	0.30138098099179556	4409	0.14821519520777923	0.4917868231765231	0.5594755541531641	0.26491808999969874	0.8790139614248271
k141_6219	9920	4019	405.14112903225805	249.18050962916706	bin_20	3602213	1771730	491.8448742481358	267508	0.041381443454069945	1398	0.03923049131984465	0.9480213362636158	0.5066241871689313	0.07743509353366786	1.8712516304467375
k141_6819	5641	419	74.27761035277433	13.505020064140789	bin_82	2073292	216403	104.37651811708143	15447	0.007222206876194466	34	0.0029150471351748787	0.4036227686558432	0.129387531867962	0.022529582975194546	3.119487348037012
k141_6821	7942	9966	1254.847645429363	1225.7778158055169	bin_41	2961698	6231470	2104.0193834752904	1872692	0.4313368478194047	5566	0.23726774484105928	0.5500752973935589	0.5825886517171016	0.40726461825465454	0.944191576290211
k141_7128	8924	887	99.3948901837741	25.94097408642456	bin_80	2107339	289772	137.50611553243215	17253	0.007812222843439546	95	0.005073091104781927	0.6493786987966103	0.18865323906489184	0.026891089333679105	3.4421815496803676
